city,company_name,country,governate,location,mode,name,type,url
senior ui/ux designer,RMG,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/wY3uIyfZ5Lrz-Senior-UIUX-Designer-RMG-Cairo-Egypt
senior graphic designer,RMG,full time,hybrid,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/RndMQgoLGqHH-Senior-Graphic-Designer-RMG-Cairo-Egypt
sales account manager,Digitec,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/2Vb8qCERDG0S-Sales-Account-Manager-Digitec-Cairo-Egypt
product manager,Anzma tech,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/8lwNmo2qu5jQ-Product-Manager-Anzma-tech-Cairo-Egypt
vodafone egypt - customer care representative - english speaker,VOIS Egypt,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/Rea8oZUGZINl-Vodafone-Egypt---Customer-Care-Representative---English-Speaker-VOIS-Egypt-Cairo-Egypt
it operations manager,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/5nXDGJByoKCP-IT-Operations-Manager-Cairo-Egypt
it administrator team leader,GET Group- Egypt,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/2xhFAlbUuSko-IT-Administrator-Team-Leader-GET-Group--Egypt-Cairo-Egypt
senior database admin (sql),BI-Technologies,full time,hybrid,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/KIQI2VbfS4Bv-Senior-Database-Admin-SQL-BI-Technologies-Cairo-Egypt
solution architect,Global Brands,full time,hybrid,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/Bqdqfl2FzbMu-Solution-Architect-Global-Brands-Cairo-Egypt
project manager,e-finance,full time,on-site,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/zVxht5zL9Anv-Project-Manager-e-finance-Giza-Egypt
it technical support engineer,ICON Holding,full time,on-site,"Helwan, Cairo, Egypt",Helwan,Cairo,Egypt,https://wuzzuf.net/jobs/p/4041xuiUJs9b-IT-Technical-Support-Engineer-ICON-Holding-Cairo-Egypt
senior technical content writer (arabic & english),RMG,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/aSyBgkJ7nlCJ-Senior-Technical-Content-Writer-Arabic-English-RMG-Cairo-Egypt
it project manager,Confidential,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/V1Dbrt3mPlt7-IT-Project-Manager-Cairo-Egypt
senior technical writer,RMG,part time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/wSwI39rGsVET-Senior-Technical-writer-RMG-Cairo-Egypt
senior nextjs developer,Amasi,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/3LvcHmvKCiJG-Senior-NextJs-Developer-Amasi-Cairo-Egypt
senior drupal developer,Amasi,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/auDS9k8sVpIA-Senior-Drupal-Developer-Amasi-Cairo-Egypt
it service desk specialist (el bahira - damanhur),Erada,full time,on-site,"Damanhour, Beheira, Egypt",Damanhour,Beheira,Egypt,https://wuzzuf.net/jobs/p/wbowxSTvsNKQ-It-Service-Desk-Specialist-El-bahira---Damanhur-Erada-Beheira-Egypt
sharepoint admin,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/8ILmPVxt8ECE-SharePoint-Admin-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
red hat linux administrator,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/wiEfgDXXJVxd-Red-Hat-Linux-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
windows vm ware administrator,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/vkOtwasMPN92-Windows-VM-ware-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
backup administrator,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/YFPPx5zyO3Yx-Backup-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
coding,Hikal Marketing Management,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/OdYbhmxRJKbf-coding-Hikal-Marketing-Management-Cairo-Egypt
solaris admin,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/CtiE4ZtgVl7H-Solaris-Admin-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
bmc truesight admin (l2 level,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/ujeQisJCtOSg-BMC-Truesight-Admin-L2-Level-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
it help desk,Jaffangroup,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/yH84poTVuazi-IT-Help-Desk-Jaffangroup-Cairo-Egypt
senior front end developer,Rescounts,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/kYOG4Alf4EzJ-Senior-Front-End-Developer-Rescounts-Cairo-Egypt
qa engineer (tester),Rescounts,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/70T7wTuzEV34-QA-Engineer-Tester-Rescounts-Cairo-Egypt
senior .net developer,GET Group- Egypt,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/P2wXjd3BrveV-Senior-NET-Developer-GET-Group--Egypt-Cairo-Egypt
senior service desk engineer,Confidential,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/sS9VvLhRjptt-Senior-Service-Desk-Engineer-Cairo-Egypt
senior full-stack developer,Caveo Financial Services,full time,on-site,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/ug9hgmFzVhjx-Senior-Full-Stack-Developer-Caveo-Financial-Services-Giza-Egypt
access control management officer,Modulus Investments Group,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/gBhZrHUEasM6-Access-Control-Management-Officer-Modulus-Investments-Group-Cairo-Egypt
system platform engineer,Modulus Investments Group,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/zKZG1rMlDZId-System-Platform-Engineer-Modulus-Investments-Group-Cairo-Egypt
business analyst,GCSSD,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/NuE2nN0IkjNU-Business-Analyst-GCSSD-Cairo-Egypt
senior data engineer,Nahdet Misr Publishing Group,full time,hybrid,"Mohandessin, Giza, Egypt",Mohandessin,Giza,Egypt,https://wuzzuf.net/jobs/p/2nVc88dNu3aw-Senior-Data-Engineer-Nahdet-Misr-Publishing-Group-Giza-Egypt
maui cross-platform mobile apps developer,Compu master,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/qsgPBA0941Z5-MAUI-Cross-Platform-Mobile-Apps-Developer-Compu-master-Cairo-Egypt
senior erpnext developer,SURE International Technology,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/lXaEMDLfNr8l-Senior-ERPNext-Developer-SURE-International-Technology-Cairo-Egypt
senior service desk engineer,ICONIC IT CONSULTING SERVICES,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/qSSOsC2xlyX9-Senior-Service-Desk-Engineer-ICONIC-IT-CONSULTING-SERVICES-Cairo-Egypt
application deployment and release management engineer,ICONIC IT CONSULTING SERVICES,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/f9XPim4SClhk-Application-Deployment-and-Release-Management-Engineer-ICONIC-IT-CONSULTING-SERVICES-Cairo-Egypt
sales person,Dracode,internship,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/internship/khovtvi4m5de-Sales-Person-Dracode-Cairo-Egypt
information security team leader,El Delta Electronic Systems,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/JiCHnaQKIkAT-Information-Security-Team-Leader-El-Delta-Electronic-Systems-Cairo-Egypt
senior odoo developer,Beyond Insurance Brokerage,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/PCpwMrE4OZsK-Senior-Odoo-Developer-Beyond-Insurance-Brokerage-Cairo-Egypt
digital marketing (magento),acwme,full time,remote,"Downtown, Cairo, Egypt",Downtown,Cairo,Egypt,https://wuzzuf.net/jobs/p/eSn5R2XkJ7WC-Digital-Marketing-Magento-acwme-Cairo-Egypt
senior odoo implementer,Centione,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/27kJdpoKLizd-Senior-Odoo-Implementer-Centione-Cairo-Egypt
full stack developer i react native with node,Capital Numbers Infotech Limited,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/xTqI5dIyLLS1-Full-Stack-Developer-I-React-Native-with-Node-Capital-Numbers-Infotech-Limited-Cairo-Egypt
devops engineer- part time,Capital Numbers Infotech Limited,part time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/4w2aZa7hOteb-Devops-Engineer--Part-Time-Capital-Numbers-Infotech-Limited-Cairo-Egypt
system administrator/engineer,Global Academic Foundation Hosting University of Hertfordshire UH,full time,on-site,"New Capital, Cairo, Egypt",New Capital,Cairo,Egypt,https://wuzzuf.net/jobs/p/bxqGpUCT0rKx-System-AdministratorEngineer-Global-Academic-Foundation-Hosting-University-of-Hertfordshire-UH-Cairo-Egypt
senior android developer,Intercept Technologies,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/CkLjz2XKptgN-Senior-Android-Developer-Intercept-Technologies-Cairo-Egypt
master data head,Arma-HSA,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/aKyVcr2YeALn-Master-Data-Head-Arma-HSA-Cairo-Egypt
it infrastructure section head,Misr Elkheir Foundation,full time,on-site,"Mokattam, Cairo, Egypt",Mokattam,Cairo,Egypt,https://wuzzuf.net/jobs/p/fVgd8l8LdrP4-IT-Infrastructure-Section-Head-Misr-Elkheir-Foundation-Cairo-Egypt
ui/ux developer,Premier Services and Recruitment,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/EtrsnoMJKD5G-UIUX-Developer-Premier-Services-and-Recruitment-Cairo-Egypt
technical writer,Premier Services and Recruitment,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/ViZvBbQxsrQZ-Technical-Writer-Premier-Services-and-Recruitment-Cairo-Egypt
senior system admin,Talaat Moustafa Group,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/AWDJE6MiOCDq-Senior-System-Admin-Talaat-Moustafa-Group-Cairo-Egypt
senior product owner - software house experience,Lumin,full time,hybrid,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/K7V8GwhIY1hr-Senior-Product-Owner---Software-house-experience-Lumin-Giza-Egypt
openshift administrator,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/mVczcUfLVkOm-OpenShift-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
ms-sql admin,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/AelFe7M8M7sf-MS-SQL-Admin-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
security & vulnerability management,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/O7UnkE1BpNQR-Security-Vulnerability-Management-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
database administrator,MOBILY INFOTECH LTD INDIA,full time,hybrid,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/oLHsZpW4pygB-Database-Administrator-MOBILY-INFOTECH-LTD-INDIA-Cairo-Egypt
account manager,Cloud11,full time,hybrid,"Giza, Egypt",,Giza,Egypt,https://wuzzuf.net/jobs/p/hQtcjMnRi9FL-Account-Manager-Cloud11-Giza-Egypt
business development representative,Cloud11,full time,hybrid,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/7MjofSW1wyuZ-Business-Development-Representative-Cloud11-Giza-Egypt
information security supervisor.,Xceed Contact Center,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/NxQdG8WFtaXR-Information-Security-Supervisor-Xceed-Contact-Center-Cairo-Egypt
it help desk,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/hc5qGB2w9sYO-IT-Help-Desk-Cairo-Egypt
software sales manager,Dimofinf Operations Center,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/SlPRA50kY3jH-Software-Sales-Manager-Dimofinf-Operations-Center-Cairo-Egypt
oracle apex developer,Union Group,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/LsmHNIcInTbR-Oracle-APEX-Developer-Union-Group-Cairo-Egypt
scrum master (azure devops),Exco Egypt,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/MkjF67AOf89S-Scrum-Master-Azure-DevOps-Exco-Egypt-Cairo-Egypt
group applications development manager,Wadi Group,full time,on-site,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/CnmiDRIUEc8N-Group-Applications-Development-Manager-Wadi-Group-Giza-Egypt
senior scrum master,Ibn Sina Pharma,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/wzlL2KfmYx0F-Senior-Scrum-Master-Ibn-Sina-Pharma-Cairo-Egypt
junior software tester,Aliaict,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/nDr8fAIEHILM-Junior-Software-Tester-Aliaict-Cairo-Egypt
system engineer,Aman,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/h8ieSJEhpPYn-System-Engineer-Aman-Cairo-Egypt
odoo project manager,Main Marks,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/sN8mxjWko0PR-Odoo-Project-Manager-Main-Marks-Cairo-Egypt
full stack developer,PEG,full time,on-site,"New Nozha, Cairo, Egypt",New Nozha,Cairo,Egypt,https://wuzzuf.net/jobs/p/tLllaPEArIpE-Full-Stack-Developer-PEG-Cairo-Egypt
senior scrum master,Lumin,full time,hybrid,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/ZiPnFTflRSrl-Senior-Scrum-Master-Lumin-Giza-Egypt
senior qc engineer - software tester,Lumin,full time,hybrid,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/3JDDm8jeLXUg-Senior-QC-Engineer---Software-Tester-Lumin-Giza-Egypt
it manager,Helal Group,full time,on-site,"10th of Ramadan City, Cairo, Egypt",10th of Ramadan City,Cairo,Egypt,https://wuzzuf.net/jobs/p/CD7cM1XFsLGI-IT-Manager-Helal-Group-Cairo-Egypt
front end developer,Walan Technology,full time,on-site,"Zaytoun, Cairo, Egypt",Zaytoun,Cairo,Egypt,https://wuzzuf.net/jobs/p/DOXr8o0Adc8K-Front-End-Developer-Walan-Technology-Cairo-Egypt
senior oracle ebs technical consultant,Union Group,full time,on-site,"Obour City, Cairo, Egypt",Obour City,Cairo,Egypt,https://wuzzuf.net/jobs/p/E6lPMlJadS5t-Senior-Oracle-EBS-Technical-Consultant-Union-Group-Cairo-Egypt
sales executive - business development,eBSEG,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/Us57aWL9LRrZ-Sales-executive---Business-Development-eBSEG-Cairo-Egypt
cyber security engineer,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/xqnnnNinViTZ-Cyber-Security-Engineer-Cairo-Egypt
senior network engineer,Confidential,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/b1NPRaplAPiu-Senior-Network-Engineer-Cairo-Egypt
enterprise architect,Nile University,full time,on-site,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/HJua4szUBXNm-Enterprise-Architect-Nile-University-Giza-Egypt
senior it specialist,Femex Egypt,full time,on-site,"Sheraton, Cairo, Egypt",Sheraton,Cairo,Egypt,https://wuzzuf.net/jobs/p/axqyYUzMoTn1-Senior-IT-Specialist-Femex-Egypt-Cairo-Egypt
full stack developer (.net core & angular 9),JRM for Communications,full time,hybrid,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/diYJ1d7N74CC-Full-Stack-Developer-Net-Core-Angular-9-JRM-for-Communications-Cairo-Egypt
network system administrator,Al Ateeq Software,full time,on-site,"New Nozha, Cairo, Egypt",New Nozha,Cairo,Egypt,https://wuzzuf.net/jobs/p/Ojhtkn3t2KsI-Network-System-Administrator-Al-Ateeq-Software-Cairo-Egypt
it technical support specialist,Confidential,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/75xLYr6RteI2-IT-Technical-Support-Specialist-Cairo-Egypt
quality control specialist,Apex Furniture,full time,on-site,"Abbassia, Cairo, Egypt",Abbassia,Cairo,Egypt,https://wuzzuf.net/jobs/p/Vy9Ghflo2zmo-Quality-Control-Specialist-Apex-Furniture-Cairo-Egypt
zoho developer,Mirrorful,full time,remote,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/TbeNtJ2Ntuoy-Zoho-developer-Mirrorful-Cairo-Egypt
it team leader,Seldar Egypt,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/RKZNENRP89Qc-IT-Team-leader-Seldar-Egypt-Cairo-Egypt
quality assurance specialist,Confidential,full time,on-site,"Bourj Alarab, Alexandria, Egypt",Bourj Alarab,Alexandria,Egypt,https://wuzzuf.net/jobs/p/wYWZdbi04xcH-Quality-Assurance-Specialist-Alexandria-Egypt
senior full stack .net developer,Tafeel,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/3iNP5gbBLWDH-Senior-Full-Stack-NET-Developer-Tafeel-Cairo-Egypt
network and security engineer,Aman,full time,hybrid,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/eimylY4iBHjA-Network-And-Security-Engineer-Aman-Cairo-Egypt
senior dot net developer,Compass international,full time,on-site,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/Ztjdp5Z3ZNHu-Senior-Dot-Net-Developer-Compass-international-Cairo-Egypt
laravel backend developer for flutter & dashboards,MasDBSoft,full time,remote,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/T4xHLW81JZuh-Laravel-Backend-Developer-for-Flutter-Dashboards-MasDBSoft-Giza-Egypt
software development engineer,Systel Telecom,full time,on-site,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/mAmMPvLoZXJ8-Software-Development-Engineer-Systel-Telecom-Giza-Egypt
senior it specialist,Sprints.ai,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/RZeBNcMjo0ct-Senior-IT-Specialist-Sprints-ai-Cairo-Egypt
it infrastructure engineer,etisal for advanced industries,full time,on-site,"6th of October, Giza, Egypt",6th of October,Giza,Egypt,https://wuzzuf.net/jobs/p/LqO7nL1uO8LH-IT-Infrastructure-Engineer-etisal-for-advanced-industries-Giza-Egypt
erp system admin,Confidential,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/ZkrW6R1IxmRf-ERP-System-Admin-Cairo-Egypt
backend team lead |,Confidential,full time,hybrid,"Alexandria, Egypt",,Alexandria,Egypt,https://wuzzuf.net/jobs/p/mJm0o8ANphRl-Backend-Team-Lead-Alexandria-Egypt
senior scm consultant “fusion”,Sama systems,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/FwJhzVmRX7rq-Senior-SCM-Consultant-“Fusion”-Sama-systems-Cairo-Egypt
php developer,Confidential,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/9GLTboZLodsw-PHP-Developer-Cairo-Egypt
pre sales engineer,Confidential,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/a7AYA5Z8VmsZ-Pre-Sales-Engineer-Cairo-Egypt
oracle technical developer,Kasrawy Group,full time,on-site,"Abu Rawash, Giza, Egypt",Abu Rawash,Giza,Egypt,https://wuzzuf.net/jobs/p/eWHWdDWkUZeQ-Oracle-Technical-Developer-Kasrawy-Group-Giza-Egypt
oracle consultant,Kasrawy Group,full time,on-site,"Abu Rawash, Giza, Egypt",Abu Rawash,Giza,Egypt,https://wuzzuf.net/jobs/p/dokguxWWzsmS-Oracle-Consultant-Kasrawy-Group-Giza-Egypt
it solutions purchasing executive,Confidential,full time,on-site,"Heliopolis, Cairo, Egypt",Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/qzEVhWvMdKGn-IT-Solutions-Purchasing-Executive-Cairo-Egypt
it helpdesk support,Leeds,full time,on-site,"Smart Village, Giza, Egypt",Smart Village,Giza,Egypt,https://wuzzuf.net/jobs/p/gOEYiCo1HAoC-IT-Helpdesk-Support-Leeds-Giza-Egypt
laravel developer,Egypt Best Properties,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/spgzhz9C4dFv-Laravel-Developer-Egypt-Best-Properties-Cairo-Egypt
senior sql database developer,Al Ateeq Software,full time,on-site,"New Heliopolis, Cairo, Egypt",New Heliopolis,Cairo,Egypt,https://wuzzuf.net/jobs/p/m6JCYzw7qjug-Senior-SQL-Database-Developer-Al-Ateeq-Software-Cairo-Egypt
backend developer nest js,FiveM,full time,on-site,"Maadi, Cairo, Egypt",Maadi,Cairo,Egypt,https://wuzzuf.net/jobs/p/dO8Nvezglek0-Backend-Developer-Nest-js-FiveM-Cairo-Egypt
senior network and security engineer,InsuTech,full time,on-site,"New Cairo, Cairo, Egypt",New Cairo,Cairo,Egypt,https://wuzzuf.net/jobs/p/Dq4yhO8m0SF5-Senior-Network-and-Security-Engineer-InsuTech-Cairo-Egypt
html implementation specialist,Options,full time,remote,"Cairo, Egypt",,Cairo,Egypt,https://wuzzuf.net/jobs/p/ZKwvKxyfr3aY-HTML-Implementation-Specialist-Options-Cairo-Egypt
service desk specialist,Wadi Group,full time,on-site,"Sheikh Zayed, Giza, Egypt",Sheikh Zayed,Giza,Egypt,https://wuzzuf.net/jobs/p/FUAb6rVpQ3WZ-SERVICE-DESK-SPECIALIST-Wadi-Group-Giza-Egypt
product owner (application-specific focus),Advanced Solutions,full time,on-site,"Nasr City, Cairo, Egypt",Nasr City,Cairo,Egypt,https://wuzzuf.net/jobs/p/VPRelfr1tdZj-Product-Owner-Application-Specific-Focus-Advanced-Solutions-Cairo-Egypt
information security manager,Premium Card,full time,on-site,"Dokki, Giza, Egypt",Dokki,Giza,Egypt,https://wuzzuf.net/jobs/p/uT5ye1UIOMkB-Information-Security-Manager-Premium-Card-Giza-Egypt
